case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
Case4,6x4_210,-10.0,23.0,18809.799572454758,3,6.0,4.0,6x4_curated_v1,Test_210,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_210.csv
Case4,6x4_211,55.0,-59.0,13099.915601604815,1,6.0,4.0,6x4_curated_v1,Test_211,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_211.csv
Case4,6x4_212,-63.0,54.0,13167.471008135466,1,6.0,4.0,6x4_curated_v1,Test_212,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_212.csv
Case4,6x4_213,67.0,-42.0,15297.196516776994,2,6.0,4.0,6x4_curated_v1,Test_213,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_213.csv
Case4,6x4_214,63.0,-14.0,21497.268914674736,2,6.0,4.0,6x4_curated_v1,Test_214,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_214.csv
Case4,6x4_215,9.0,13.0,17607.910295194793,3,6.0,4.0,6x4_curated_v1,Test_215,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_215.csv
Case4,6x4_216,-10.0,59.0,21611.4483428287,2,6.0,4.0,6x4_curated_v1,Test_216,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_216.csv
Case4,6x4_217,21.0,56.0,19024.884481113513,2,6.0,4.0,6x4_curated_v1,Test_217,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_217.csv
Case4,6x4_218,5.0,-15.0,17605.792968490783,3,6.0,4.0,6x4_curated_v1,Test_218,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_218.csv
Case4,6x4_219,-7.0,65.0,22026.789682494044,2,6.0,4.0,6x4_curated_v1,Test_219,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_219.csv
Case4,6x4_220,14.0,-23.0,19382.372791549784,3,6.0,4.0,6x4_curated_v1,Test_220,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_220.csv
Case4,6x4_221,74.0,-56.0,10787.729413537414,1,6.0,4.0,6x4_curated_v1,Test_221,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_221.csv
Case4,6x4_222,7.0,-80.0,21951.63874377695,2,6.0,4.0,6x4_curated_v1,Test_222,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_222.csv
Case4,6x4_223,-78.0,-48.0,12156.378780918145,1,6.0,4.0,6x4_curated_v1,Test_223,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_223.csv
Case4,6x4_224,-4.0,-43.0,21078.173809356336,2,6.0,4.0,6x4_curated_v1,Test_224,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_224.csv
Case4,6x4_225,2.0,-73.0,22317.9362294314,2,6.0,4.0,6x4_curated_v1,Test_225,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_225.csv
Case4,6x4_226,-42.0,80.0,12651.832225226417,1,6.0,4.0,6x4_curated_v1,Test_226,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_226.csv
Case4,6x4_227,-42.0,-6.0,22052.64681319117,2,6.0,4.0,6x4_curated_v1,Test_227,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_227.csv
Case4,6x4_228,60.0,-31.0,16621.60805151021,2,6.0,4.0,6x4_curated_v1,Test_228,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_228.csv
Case4,6x4_229,42.0,86.0,12126.526532711148,1,6.0,4.0,6x4_curated_v1,Test_229,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_229.csv
Case4,6x4_230,-44.0,-30.0,16287.154204140936,2,6.0,4.0,6x4_curated_v1,Test_230,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_230.csv
Case4,6x4_231,-69.0,24.0,19224.879870378172,2,6.0,4.0,6x4_curated_v1,Test_231,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_231.csv
Case4,6x4_232,-8.0,-27.0,20104.036356437533,3,6.0,4.0,6x4_curated_v1,Test_232,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_232.csv
Case4,6x4_233,61.0,-20.0,19915.969943875163,2,6.0,4.0,6x4_curated_v1,Test_233,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_233.csv
Case4,6x4_234,-49.0,-40.0,15308.929501320623,1,6.0,4.0,6x4_curated_v1,Test_234,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_234.csv
Case4,6x4_235,-62.0,7.0,21835.9882752521,2,6.0,4.0,6x4_curated_v1,Test_235,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_235.csv
Case4,6x4_236,16.0,-57.0,21051.064603649524,2,6.0,4.0,6x4_curated_v1,Test_236,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_236.csv
Case4,6x4_237,-32.0,66.0,16872.448392359238,2,6.0,4.0,6x4_curated_v1,Test_237,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_237.csv
Case4,6x4_238,64.0,-22.0,19034.095052135843,2,6.0,4.0,6x4_curated_v1,Test_238,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_238.csv
Case4,6x4_239,30.0,17.0,19618.95197201205,3,6.0,4.0,6x4_curated_v1,Test_239,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_239.csv
Case4,6x4_240,53.0,26.0,17734.917223634024,2,6.0,4.0,6x4_curated_v1,Test_240,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_240.csv
Case4,6x4_241,13.0,6.0,17461.919738302284,3,6.0,4.0,6x4_curated_v1,Test_241,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_241.csv
Case4,6x4_242,-31.0,60.0,17180.947617492322,2,6.0,4.0,6x4_curated_v1,Test_242,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_242.csv
Case4,6x4_243,-63.0,-63.0,11471.812100818797,1,6.0,4.0,6x4_curated_v1,Test_243,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_243.csv
Case4,6x4_244,85.0,-58.0,9219.000408770862,1,6.0,4.0,6x4_curated_v1,Test_244,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_244.csv
Case4,6x4_245,-34.0,-14.0,19881.196425051658,2,6.0,4.0,6x4_curated_v1,Test_245,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_245.csv
Case4,6x4_246,60.0,61.0,12071.324130888881,1,6.0,4.0,6x4_curated_v1,Test_246,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_246.csv
Case4,6x4_247,-83.0,78.0,5902.682443111473,1,6.0,4.0,6x4_curated_v1,Test_247,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_247.csv
Case4,6x4_248,6.0,27.0,19351.973849259746,3,6.0,4.0,6x4_curated_v1,Test_248,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_248.csv
Case4,6x4_249,6.0,16.0,17597.91997942234,3,6.0,4.0,6x4_curated_v1,Test_249,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_249.csv
Case4,6x4_250,-47.0,64.0,15084.932570751116,1,6.0,4.0,6x4_curated_v1,Test_250,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_250.csv
Case4,6x4_251,-69.0,0.0,22172.860475327252,2,6.0,4.0,6x4_curated_v1,Test_251,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_251.csv
Case4,6x4_252,-82.0,-45.0,12769.51346224902,1,6.0,4.0,6x4_curated_v1,Test_252,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_252.csv
Case4,6x4_253,56.0,-34.0,16106.740025738418,2,6.0,4.0,6x4_curated_v1,Test_253,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_253.csv
Case4,6x4_254,-75.0,-17.0,21039.167923651,2,6.0,4.0,6x4_curated_v1,Test_254,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_254.csv
Case4,6x4_255,32.0,-60.0,16913.702942077303,2,6.0,4.0,6x4_curated_v1,Test_255,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_255.csv
Case4,6x4_256,-25.0,-11.0,19397.504730784083,3,6.0,4.0,6x4_curated_v1,Test_256,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_256.csv
Case4,6x4_257,65.0,80.0,8200.740123507769,1,6.0,4.0,6x4_curated_v1,Test_257,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_257.csv
Case4,6x4_258,54.0,-18.0,20314.08596558775,2,6.0,4.0,6x4_curated_v1,Test_258,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_258.csv
Case4,6x4_259,-6.0,38.0,22505.43002054607,2,6.0,4.0,6x4_curated_v1,Test_259,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_259.csv
Case4,6x4_260,-50.0,68.0,12955.989049221287,1,6.0,4.0,6x4_curated_v1,Test_260,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_260.csv
Case4,6x4_261,-14.0,-28.0,21004.782456813682,2,6.0,4.0,6x4_curated_v1,Test_261,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_261.csv
Case4,6x4_262,-57.0,76.0,10329.062946712249,1,6.0,4.0,6x4_curated_v1,Test_262,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_262.csv
Case4,6x4_263,-24.0,2.0,19691.9189183975,3,6.0,4.0,6x4_curated_v1,Test_263,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_263.csv
Case4,6x4_264,87.0,-65.0,7704.507732738949,1,6.0,4.0,6x4_curated_v1,Test_264,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_264.csv
Case4,6x4_265,-25.0,-84.0,19292.212069492394,2,6.0,4.0,6x4_curated_v1,Test_265,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_265.csv
Case4,6x4_266,-26.0,-39.0,17615.15288396271,2,6.0,4.0,6x4_curated_v1,Test_266,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_266.csv
Case4,6x4_267,-33.0,-46.0,15968.063155630864,2,6.0,4.0,6x4_curated_v1,Test_267,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_267.csv
Case4,6x4_268,-59.0,29.0,17341.88221619938,2,6.0,4.0,6x4_curated_v1,Test_268,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_268.csv
Case4,6x4_269,-60.0,60.0,12357.183283795895,1,6.0,4.0,6x4_curated_v1,Test_269,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_269.csv
Case4,6x4_270,10.0,76.0,21611.960588256665,2,6.0,4.0,6x4_curated_v1,Test_270,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_270.csv
Case4,6x4_271,-30.0,50.0,16678.592083709733,2,6.0,4.0,6x4_curated_v1,Test_271,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_271.csv
Case4,6x4_272,72.0,69.0,8556.787257813003,1,6.0,4.0,6x4_curated_v1,Test_272,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_272.csv
Case4,6x4_273,81.0,62.0,8656.637987841574,1,6.0,4.0,6x4_curated_v1,Test_273,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_273.csv
Case4,6x4_274,30.0,-25.0,19052.604303117045,2,6.0,4.0,6x4_curated_v1,Test_274,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_274.csv
Case4,6x4_275,80.0,-20.0,20254.760134148695,2,6.0,4.0,6x4_curated_v1,Test_275,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_275.csv
Case4,6x4_276,-88.0,70.0,6779.553781179912,1,6.0,4.0,6x4_curated_v1,Test_276,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_276.csv
Case4,6x4_277,57.0,88.0,9385.134860089873,1,6.0,4.0,6x4_curated_v1,Test_277,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_277.csv
Case4,6x4_278,18.0,78.0,20206.486064621356,2,6.0,4.0,6x4_curated_v1,Test_278,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_278.csv
Case4,6x4_279,-88.0,-89.0,4910.86792918435,1,6.0,4.0,6x4_curated_v1,Test_279,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_279.csv
Case4,6x4_280,-31.0,-12.0,20750.043732987455,3,6.0,4.0,6x4_curated_v1,Test_280,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_280.csv
Case4,6x4_281,-72.0,-17.0,21030.65079267539,2,6.0,4.0,6x4_curated_v1,Test_281,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_281.csv
Case4,6x4_282,25.0,-74.0,18957.25163945338,2,6.0,4.0,6x4_curated_v1,Test_282,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_282.csv
Case4,6x4_283,34.0,-21.0,19009.848796371974,2,6.0,4.0,6x4_curated_v1,Test_283,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_283.csv
Case4,6x4_284,16.0,16.0,18518.32541803028,3,6.0,4.0,6x4_curated_v1,Test_284,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_284.csv
Case4,6x4_285,-21.0,55.0,19079.6016532544,2,6.0,4.0,6x4_curated_v1,Test_285,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_285.csv
Case4,6x4_286,40.0,-87.0,12552.935520450395,1,6.0,4.0,6x4_curated_v1,Test_286,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_286.csv
Case4,6x4_287,-77.0,22.0,19849.465707642335,2,6.0,4.0,6x4_curated_v1,Test_287,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_287.csv
Case4,6x4_288,37.0,70.0,16209.397827074268,2,6.0,4.0,6x4_curated_v1,Test_288,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_288.csv
Case4,6x4_289,-9.0,44.0,21690.846366785077,2,6.0,4.0,6x4_curated_v1,Test_289,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_289.csv
Case4,6x4_290,20.0,-82.0,20429.775187642066,2,6.0,4.0,6x4_curated_v1,Test_290,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_290.csv
Case4,6x4_291,26.0,5.0,19104.838989224707,3,6.0,4.0,6x4_curated_v1,Test_291,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_291.csv
Case4,6x4_292,71.0,-88.0,6673.224529845868,1,6.0,4.0,6x4_curated_v1,Test_292,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_292.csv
Case4,6x4_293,-28.0,11.0,19825.369609052064,3,6.0,4.0,6x4_curated_v1,Test_293,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_293.csv
Case4,6x4_294,-71.0,-57.0,10910.039753327488,1,6.0,4.0,6x4_curated_v1,Test_294,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_294.csv
Case4,6x4_295,-84.0,-9.0,21533.987799605206,2,6.0,4.0,6x4_curated_v1,Test_295,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_295.csv
Case4,6x4_296,-48.0,82.0,11897.097229080318,1,6.0,4.0,6x4_curated_v1,Test_296,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_296.csv
Case4,6x4_297,-13.0,-4.0,17587.509234222816,3,6.0,4.0,6x4_curated_v1,Test_297,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_297.csv
Case4,6x4_298,-19.0,-23.0,19774.53180813125,3,6.0,4.0,6x4_curated_v1,Test_298,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_298.csv
Case4,6x4_299,5.0,-32.0,21926.645819261597,3,6.0,4.0,6x4_curated_v1,Test_299,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_299.csv
Case4,6x4_300,51.0,46.0,15617.486585595781,1,6.0,4.0,6x4_curated_v1,Test_300,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_300.csv
Case4,6x8_001,65.0,19.0,7534.715071405816,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_001,data/New_Data/csv_6x8_Case4/force_disp_Test_001.csv
Case4,6x8_002,40.0,-51.0,9914.920416991428,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_002,data/New_Data/csv_6x8_Case4/force_disp_Test_002.csv
Case4,6x8_003,-44.0,65.0,9432.477883311005,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_003,data/New_Data/csv_6x8_Case4/force_disp_Test_003.csv
Case4,6x8_004,49.0,48.0,10345.814402965785,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_004,data/New_Data/csv_6x8_Case4/force_disp_Test_004.csv
Case4,6x8_005,-52.0,20.0,7813.979543973258,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_005,data/New_Data/csv_6x8_Case4/force_disp_Test_005.csv
Case4,6x8_006,-15.0,-74.0,6880.468260381428,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_006,data/New_Data/csv_6x8_Case4/force_disp_Test_006.csv
Case4,6x8_007,51.0,-83.0,8428.041592901605,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_007,data/New_Data/csv_6x8_Case4/force_disp_Test_007.csv
Case4,6x8_008,86.0,9.0,6282.417083502739,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_008,data/New_Data/csv_6x8_Case4/force_disp_Test_008.csv
Case4,6x8_009,-63.0,21.0,7789.657812953683,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_009,data/New_Data/csv_6x8_Case4/force_disp_Test_009.csv
Case4,6x8_010,-74.0,83.0,4291.269133329335,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_010,data/New_Data/csv_6x8_Case4/force_disp_Test_010.csv
Case4,6x8_011,-39.0,-9.0,6617.1769490242,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_011,data/New_Data/csv_6x8_Case4/force_disp_Test_011.csv
Case4,6x8_012,-56.0,9.0,7211.061770148175,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_012,data/New_Data/csv_6x8_Case4/force_disp_Test_012.csv
Case4,6x8_013,61.0,33.0,8742.194851189088,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_013,data/New_Data/csv_6x8_Case4/force_disp_Test_013.csv
Case4,6x8_014,19.0,79.0,6960.1225870275575,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_014,data/New_Data/csv_6x8_Case4/force_disp_Test_014.csv
Case4,6x8_015,35.0,60.0,8937.893070147522,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_015,data/New_Data/csv_6x8_Case4/force_disp_Test_015.csv
Case4,6x8_016,75.0,-61.0,6871.359299724581,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_016,data/New_Data/csv_6x8_Case4/force_disp_Test_016.csv
Case4,6x8_017,-30.0,66.0,8414.677848720406,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_017,data/New_Data/csv_6x8_Case4/force_disp_Test_017.csv
Case4,6x8_018,-53.0,31.0,8868.372983953357,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_018,data/New_Data/csv_6x8_Case4/force_disp_Test_018.csv
Case4,6x8_019,-79.0,29.0,7800.330377543276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_019,data/New_Data/csv_6x8_Case4/force_disp_Test_019.csv
Case4,6x8_020,-2.0,48.0,6916.845392701806,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_020,data/New_Data/csv_6x8_Case4/force_disp_Test_020.csv
Case4,6x8_021,-49.0,-67.0,9503.869878837782,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_021,data/New_Data/csv_6x8_Case4/force_disp_Test_021.csv
Case4,6x8_022,43.0,-33.0,9081.458872312436,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_022,data/New_Data/csv_6x8_Case4/force_disp_Test_022.csv
Case4,6x8_023,62.0,-67.0,7298.688867118204,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_023,data/New_Data/csv_6x8_Case4/force_disp_Test_023.csv
Case4,6x8_024,30.0,75.0,7933.859772224845,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_024,data/New_Data/csv_6x8_Case4/force_disp_Test_024.csv
Case4,6x8_025,80.0,-80.0,4242.450811588644,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_025,data/New_Data/csv_6x8_Case4/force_disp_Test_025.csv
Case4,6x8_026,-81.0,73.0,4542.812673731576,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_026,data/New_Data/csv_6x8_Case4/force_disp_Test_026.csv
Case4,6x8_027,54.0,-38.0,9565.27168420092,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_027,data/New_Data/csv_6x8_Case4/force_disp_Test_027.csv
Case4,6x8_028,36.0,-31.0,8694.219410304984,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_028,data/New_Data/csv_6x8_Case4/force_disp_Test_028.csv
Case4,6x8_029,52.0,-41.0,9981.447883419944,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_029,data/New_Data/csv_6x8_Case4/force_disp_Test_029.csv
Case4,6x8_030,15.0,-12.0,5254.507497881742,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_030,data/New_Data/csv_6x8_Case4/force_disp_Test_030.csv
Case4,6x8_031,-55.0,-62.0,8703.90252296249,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_031,data/New_Data/csv_6x8_Case4/force_disp_Test_031.csv
Case4,6x8_032,-19.0,-7.0,5185.704814453898,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_032,data/New_Data/csv_6x8_Case4/force_disp_Test_032.csv
Case4,6x8_033,-61.0,86.0,5970.411415920815,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_033,data/New_Data/csv_6x8_Case4/force_disp_Test_033.csv
Case4,6x8_034,-43.0,-15.0,7190.763504882399,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_034,data/New_Data/csv_6x8_Case4/force_disp_Test_034.csv
Case4,6x8_035,70.0,81.0,4865.016050006694,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_035,data/New_Data/csv_6x8_Case4/force_disp_Test_035.csv
Case4,6x8_036,8.0,25.0,5720.320830925971,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_036,data/New_Data/csv_6x8_Case4/force_disp_Test_036.csv
Case4,6x8_037,-85.0,67.0,5062.2037207287,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_037,data/New_Data/csv_6x8_Case4/force_disp_Test_037.csv
Case4,6x8_038,-56.0,52.0,9708.181842461105,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_038,data/New_Data/csv_6x8_Case4/force_disp_Test_038.csv
Case4,6x8_039,64.0,42.0,9278.336349474816,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_039,data/New_Data/csv_6x8_Case4/force_disp_Test_039.csv
Case4,6x8_040,-27.0,-54.0,8424.713745640005,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_040,data/New_Data/csv_6x8_Case4/force_disp_Test_040.csv
Case4,6x8_041,-2.0,-68.0,6692.884215057182,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_041,data/New_Data/csv_6x8_Case4/force_disp_Test_041.csv
Case4,6x8_042,84.0,51.0,8357.185167173264,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_042,data/New_Data/csv_6x8_Case4/force_disp_Test_042.csv
Case4,6x8_043,79.0,-71.0,4956.117892093866,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_043,data/New_Data/csv_6x8_Case4/force_disp_Test_043.csv
Case4,6x8_044,59.0,-56.0,8837.212253399226,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_044,data/New_Data/csv_6x8_Case4/force_disp_Test_044.csv
Case4,6x8_045,-18.0,-35.0,7103.081242022104,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_045,data/New_Data/csv_6x8_Case4/force_disp_Test_045.csv
Case4,6x8_046,-76.0,-77.0,4604.562149050341,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_046,data/New_Data/csv_6x8_Case4/force_disp_Test_046.csv
Case4,6x8_047,42.0,27.0,8206.135290238222,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_047,data/New_Data/csv_6x8_Case4/force_disp_Test_047.csv
Case4,6x8_048,1.0,71.0,6563.388039393604,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_048,data/New_Data/csv_6x8_Case4/force_disp_Test_048.csv
Case4,6x8_049,-37.0,22.0,7640.056383316708,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_049,data/New_Data/csv_6x8_Case4/force_disp_Test_049.csv
Case4,6x8_050,-16.0,44.0,7421.293317093813,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_050,data/New_Data/csv_6x8_Case4/force_disp_Test_050.csv
Case4,6x8_051,28.0,57.0,8468.996858937608,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_051,data/New_Data/csv_6x8_Case4/force_disp_Test_051.csv
Case4,6x8_052,-79.0,34.0,8096.135686112949,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_052,data/New_Data/csv_6x8_Case4/force_disp_Test_052.csv
Case4,6x8_053,3.0,87.0,6096.586330399429,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_053,data/New_Data/csv_6x8_Case4/force_disp_Test_053.csv
Case4,6x8_054,-17.0,-44.0,7424.493099337768,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_054,data/New_Data/csv_6x8_Case4/force_disp_Test_054.csv
Case4,6x8_055,44.0,-49.0,10549.665211453328,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_055,data/New_Data/csv_6x8_Case4/force_disp_Test_055.csv
