case,raw_folder,test_id,theta1,theta2,pt,type,curve_csv
Case3,3,274,30.0,-25.0,19119.897610543696,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_274.csv
Case3,3,275,80.0,-20.0,20363.18272349178,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_275.csv
Case3,3,276,-88.0,70.0,6795.8041052207645,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_276.csv
Case3,3,277,57.0,88.0,9435.268850119559,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_277.csv
Case3,3,278,18.0,78.0,20986.89993534419,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_278.csv
Case3,3,279,-88.0,-89.0,4911.324790713473,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_279.csv
Case3,3,280,-31.0,-12.0,20774.18053463553,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_280.csv
Case3,3,281,-72.0,-17.0,20711.036763829376,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_281.csv
Case3,3,282,25.0,-74.0,19272.65176735183,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_282.csv
Case3,3,283,34.0,-21.0,19016.767768615802,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_283.csv
Case3,3,284,16.0,16.0,18689.25204022269,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_284.csv
Case3,3,285,-21.0,55.0,19670.234272744197,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_285.csv
Case3,3,286,40.0,-87.0,11036.653496965433,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_286.csv
Case3,3,287,-77.0,22.0,19868.523250725088,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_287.csv
Case3,3,288,37.0,70.0,16300.188756217416,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_288.csv
Case3,3,289,-9.0,44.0,21717.376436376882,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_289.csv
Case3,3,290,20.0,-82.0,20449.8820843123,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_290.csv
Case3,3,291,26.0,5.0,19250.933509499788,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_291.csv
Case3,3,292,71.0,-88.0,6687.873343672521,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_292.csv
Case3,3,293,-28.0,11.0,19541.8698952902,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_293.csv
Case3,3,294,-71.0,-57.0,11009.283649709707,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_294.csv
Case3,3,295,-84.0,-9.0,21530.979419450596,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_295.csv
Case3,3,296,-48.0,82.0,12059.051590994488,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_296.csv
Case3,3,297,-13.0,-4.0,17592.469012780097,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_297.csv
Case3,3,298,-19.0,-23.0,20759.94345842013,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_298.csv
Case3,3,299,5.0,-32.0,21929.104553035253,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_299.csv
Case3,3,300,51.0,46.0,15725.886817545963,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_300.csv
Case4,4,001,65.0,19.0,19701.10650899933,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_001.csv
Case4,4,002,40.0,-51.0,15564.192522589261,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_002.csv
Case4,4,003,-44.0,65.0,15263.321046334091,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_003.csv
Case4,4,004,49.0,48.0,14605.531869322482,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_004.csv
Case4,4,005,-52.0,20.0,19521.12811538156,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_005.csv
Case4,4,006,-15.0,-74.0,21416.816488874498,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_006.csv
Case4,4,007,51.0,-83.0,11044.194985803253,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_007.csv
Case4,4,008,86.0,9.0,21499.399687200803,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_008.csv
Case4,4,009,-63.0,21.0,19848.72024440584,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_009.csv
Case4,4,010,-74.0,83.0,6417.199673460506,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_010.csv
Case4,4,011,-39.0,-9.0,21782.93383721275,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_011.csv
Case4,4,012,-56.0,9.0,21623.457561322022,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_012.csv
Case4,4,013,61.0,33.0,16488.202908673717,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_013.csv
Case4,4,014,19.0,79.0,20609.78711097851,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_014.csv
Case4,4,015,35.0,60.0,16099.168102698402,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_015.csv
Case4,4,016,75.0,-61.0,9606.218223163476,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_016.csv
Case4,4,017,-30.0,66.0,17744.618846286707,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_017.csv
Case4,4,018,-53.0,31.0,16509.679046427784,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_018.csv
Case4,4,019,-79.0,29.0,18071.218289483906,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_019.csv
Case4,4,020,-2.0,48.0,22328.79345310121,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_020.csv
Case4,4,021,-49.0,-67.0,13167.318747343248,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_021.csv
Case4,4,022,43.0,-33.0,15643.776629233736,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_022.csv
Case4,4,023,62.0,-67.0,10919.917889467906,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_023.csv
Case4,4,024,30.0,75.0,17431.666497748745,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_024.csv
Case4,4,025,80.0,-80.0,5974.146129044565,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_025.csv
Case4,4,026,-81.0,73.0,6741.47187366278,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_026.csv
Case4,4,027,54.0,-38.0,15434.554916393454,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_027.csv
Case4,4,028,36.0,-31.0,16700.334618625035,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_028.csv
Case4,4,029,52.0,-41.0,15305.02527292944,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_029.csv
Case4,4,030,15.0,-12.0,17924.24390293732,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_030.csv
Case4,4,031,-55.0,-62.0,12458.905489669378,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_031.csv
Case4,4,032,-19.0,-7.0,18193.504559718982,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_032.csv
Case4,4,033,-61.0,86.0,8603.9325816845,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_033.csv
Case4,4,034,-43.0,-15.0,20448.84284785929,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_034.csv
Case4,4,035,70.0,81.0,7229.269718547071,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_035.csv
Case4,4,036,8.0,25.0,19860.29223620826,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_036.csv
Case4,4,037,-85.0,67.0,7472.906084422283,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_037.csv
Case4,4,038,-56.0,52.0,13793.266474940921,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_038.csv
Case4,4,039,64.0,42.0,15153.472420711814,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_039.csv
Case4,4,040,-27.0,-54.0,17787.812425229233,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_040.csv
Case4,4,041,-2.0,-68.0,22358.117936279017,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_041.csv
Case4,4,042,84.0,51.0,10860.970880970019,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_042.csv
Case4,4,043,79.0,-71.0,7263.017948467875,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_043.csv
Case4,4,044,59.0,-56.0,13020.757742860987,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_044.csv
Case4,4,045,-18.0,-35.0,19995.27729445088,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_045.csv
Case4,4,046,-76.0,-77.0,6767.080412473619,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_046.csv
Case4,4,047,42.0,27.0,16941.948790650924,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_047.csv
Case4,4,048,1.0,71.0,22333.915636394122,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_048.csv
Case4,4,049,-37.0,22.0,18894.133918603293,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_049.csv
Case4,4,050,-16.0,44.0,20095.47310657902,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_050.csv
Case4,4,051,28.0,57.0,17211.139894556734,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_051.csv
Case4,4,052,-79.0,34.0,16823.46663263932,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_052.csv
Case4,4,053,3.0,87.0,22215.838817931355,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_053.csv
Case4,4,054,-17.0,-44.0,19802.670513986137,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_054.csv
Case4,4,055,44.0,-49.0,16003.53308045265,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_055.csv
Case4,4,056,67.0,-19.0,20518.220862411847,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_056.csv
Case4,4,057,2.0,74.0,22293.436635106573,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_057.csv
Case4,4,058,82.0,19.0,20273.166907762425,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_058.csv
Case4,4,059,14.0,3.0,17403.926771403785,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_059.csv
Case4,4,060,44.0,-84.0,13059.554858234635,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_060.csv
Case4,4,061,0.0,-52.0,22390.338402721325,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_061.csv
Case4,4,062,33.0,26.0,17848.77388656686,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_062.csv
Case4,4,063,-75.0,38.0,15942.54751799103,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_063.csv
Case4,4,064,-20.0,55.0,19917.952698060064,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_064.csv
Case4,4,065,72.0,31.0,17410.69061531813,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_065.csv
Case4,4,066,75.0,72.0,7574.793974005972,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_066.csv
Case4,4,067,-83.0,68.0,7376.135864080732,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_067.csv
Case4,4,068,-26.0,-1.0,19576.793491775054,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_068.csv
Case4,4,069,-36.0,57.0,15953.533601743304,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_069.csv
Case4,4,070,-89.0,-51.0,10741.93579880972,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_070.csv
Case4,4,071,-45.0,-29.0,16187.949974005638,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_071.csv
Case4,4,072,-29.0,13.0,20883.60514859316,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_072.csv
Case4,4,073,-22.0,46.0,18362.65095522395,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_073.csv
Case4,4,074,-1.0,-8.0,16957.129742286947,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_074.csv
Case4,4,075,-22.0,82.0,19855.135779360873,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_075.csv
Case4,4,076,50.0,5.0,21909.575475465925,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_076.csv
Case4,4,077,-64.0,20.0,19512.41367375843,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_077.csv
Case4,4,078,29.0,-79.0,18169.39831242523,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_078.csv
Case4,4,079,-67.0,39.0,15675.109831677206,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_079.csv
Case4,4,080,-53.0,-64.0,13084.614568148081,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_080.csv
Case4,4,081,-38.0,-72.0,16101.298190734396,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_081.csv
Case4,4,082,85.0,48.0,11736.197462441638,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_082.csv
Case4,4,083,-12.0,85.0,21326.424718647988,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_083.csv
Case4,4,084,77.0,-48.0,12337.943110434046,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_084.csv
Case4,4,085,45.0,75.0,12589.587008838233,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_085.csv
Case4,4,086,-41.0,-54.0,15341.482645335416,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_086.csv
Case4,4,087,-38.0,89.0,16189.267634561245,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_087.csv
Case4,4,088,23.0,33.0,18608.451507404636,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_088.csv
Case4,4,089,18.0,-35.0,20032.379657876594,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_089.csv
Case4,4,090,-65.0,24.0,18553.21629145018,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_090.csv
Case4,4,091,11.0,36.0,21767.84320171658,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_091.csv
Case4,4,092,-38.0,-40.0,16099.213392153637,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_092.csv
Case4,4,093,-70.0,-78.0,7555.890633922434,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_093.csv
Case4,4,094,73.0,-55.0,11135.612813237853,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_094.csv
Case4,4,095,68.0,-30.0,17661.643455896938,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_095.csv
Case4,4,096,84.0,-52.0,10662.045194364207,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_096.csv
Case4,4,097,-46.0,-23.0,17833.473577146986,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_097.csv
Case4,4,098,-1.0,36.0,21625.61055912366,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_098.csv
Case4,4,099,90.0,40.0,12361.552384112701,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_099.csv
Case4,4,100,69.0,62.0,10290.846377699652,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_100.csv
Case4,4,101,48.0,15.0,20115.567029852402,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_101.csv
Case4,4,102,76.0,-24.0,18748.451080897223,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_102.csv
Case4,4,103,66.0,14.0,20779.429796308756,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_103.csv
Case4,4,104,83.0,3.0,22013.511892918705,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_104.csv
Case4,4,105,89.0,-77.0,5739.6752127169875,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_105.csv
Case4,4,106,-12.0,43.0,21892.502054630153,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_106.csv
Case4,4,107,69.0,8.0,21693.39061803584,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_107.csv
Case4,4,108,46.0,-72.0,13003.628983356539,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_108.csv
Case4,4,109,-69.0,17.0,20635.671601532737,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_109.csv
Case4,4,110,-51.0,1.0,22182.1381511646,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_110.csv
Case4,4,111,7.0,87.0,21920.621936815387,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_111.csv
Case4,4,112,21.0,-8.0,19054.511313868734,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_112.csv
Case4,4,113,35.0,-2.0,21509.802299412044,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_113.csv
Case4,4,114,-35.0,-78.0,16760.714683028644,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_114.csv
Case4,4,115,22.0,74.0,19318.37365424374,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_115.csv
Case4,4,116,12.0,-85.0,21286.86687496217,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_116.csv
Case4,4,117,-87.0,33.0,17047.571877581824,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_117.csv
Case4,4,118,54.0,-88.0,10093.622702080575,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_118.csv
Case4,4,119,31.0,-10.0,21142.379614046542,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_119.csv
Case4,4,120,-58.0,-26.0,17662.200542907973,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_120.csv
Case4,4,121,-50.0,14.0,20916.586085929557,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_121.csv
Case4,4,122,20.0,-73.0,20516.942125553487,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_122.csv
Case4,4,123,76.0,4.0,21993.004758074017,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_123.csv
Case4,4,124,42.0,-66.0,15459.117617288746,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_124.csv
Case4,4,125,-3.0,72.0,22280.06196581888,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_125.csv
Case4,4,126,-8.0,18.0,17930.849905103307,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_126.csv
Case4,4,127,-66.0,77.0,8433.232191979947,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_127.csv
Case4,4,128,59.0,-70.0,10901.028508593796,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_128.csv
Case4,4,129,24.0,11.0,19751.16392023655,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_129.csv
Case4,4,130,-59.0,12.0,21543.467950390856,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_130.csv
Case4,4,131,41.0,53.0,15325.026379625706,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_131.csv
Case4,4,132,38.0,35.0,15742.111371218838,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_132.csv
Case4,4,133,-21.0,37.0,18849.98592227573,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_133.csv
Case4,4,134,-56.0,37.0,15597.112008826294,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_134.csv
Case4,4,135,39.0,-76.0,16006.88943855908,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_135.csv
Case4,4,136,8.0,-68.0,21932.581487616357,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_136.csv
Case4,4,137,68.0,53.0,12230.661588968265,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_137.csv
Case4,4,138,-28.0,-75.0,18425.936762558722,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_138.csv
Case4,4,139,-52.0,-36.0,15468.37737358641,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_139.csv
Case4,4,140,1.0,-3.0,16760.952958425063,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_140.csv
Case4,4,141,79.0,49.0,11693.184234639493,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_141.csv
Case4,4,142,56.0,10.0,21319.723385365323,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_142.csv
Case4,4,143,39.0,-35.0,16036.190720089693,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_143.csv
Case4,4,144,-86.0,-39.0,15835.30296171324,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_144.csv
Case4,4,145,29.0,32.0,17321.666898558327,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_145.csv
Case4,4,146,-41.0,-28.0,16422.268749824758,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_146.csv
Case4,4,147,47.0,23.0,18337.610171054326,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_147.csv
Case4,4,148,46.0,-62.0,15167.89709263468,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_148.csv
Case4,4,149,24.0,-59.0,18488.535927105037,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_149.csv
Case4,4,150,15.0,-47.0,20401.415749413034,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_150.csv
Case4,4,151,-66.0,-82.0,7839.469686969595,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_151.csv
Case4,4,152,-23.0,-66.0,19520.730767560206,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_152.csv
Case4,4,153,50.0,-62.0,14286.851173680787,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_153.csv
Case4,4,154,-65.0,-65.0,10599.394286375713,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_154.csv
Case4,4,155,11.0,-32.0,21032.385995143206,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_155.csv
Case4,4,156,70.0,-86.0,6910.164352987085,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_156.csv
Case4,4,157,78.0,-26.0,18751.314085346956,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_157.csv
Case4,4,158,17.0,-43.0,20408.53420979199,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_158.csv
Case4,4,159,-9.0,-4.0,17066.94834169127,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_159.csv
Case4,4,160,47.0,-13.0,20665.2862093019,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_160.csv
Case4,4,161,-43.0,-45.0,15352.175073884922,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_161.csv
Case4,4,162,-71.0,-11.0,21339.9828165025,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_162.csv
Case4,4,163,-84.0,28.0,18210.240977751277,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_163.csv
Case4,4,164,-16.0,-5.0,17924.91288582107,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_164.csv
