case,test_id,theta1,theta2,pt,original_label,final_label,confidence,decision_reason,data_quality,n_points,transition_index,post_points,r2_post,nrmse_post,quad_a,abs_quad_a,slope_drift,slope_ratio,tail_r2
Case4,Test_167,-71.0,-50.0,12440.649110362274,1,1,high,kept_original_label,ok,1001,540,441,0.9996849061627575,0.005105263741256704,-0.06743560480315149,0.06743560480315149,0.12255098891605205,0.8853629715859608,0.9999919431195442
Case4,Test_168,-16.0,-87.0,11326.579075781408,2,2,high,kept_original_label,ok,1001,110,871,0.9911155198126542,0.026800366435468466,-0.3559507998521569,0.3559507998521569,0.5952218795330617,0.5559496046229861,0.9997952994941204
Case4,Test_169,-46.0,-76.0,12994.343967712655,1,1,high,kept_original_label,ok,1001,439,542,0.9995405983720947,0.006205396180254286,-0.0828937694742621,0.0828937694742621,0.1248593776052054,0.8822169599270557,0.99998473469515
Case4,Test_170,1.0,-16.0,6386.517132513861,3,3,high,kept_original_label,ok,1001,29,952,0.9621888708253017,0.05431016227802647,-0.7154166349362259,0.7154166349362259,1.2768751035409769,0.27382926191794454,0.9969265364927042
Case4,Test_171,80.0,66.0,7777.081126655808,1,1,high,kept_original_label,ok,1001,506,475,0.9994138558957122,0.006930682638106574,-0.0896044213833991,0.0896044213833991,0.17142463872554975,0.8453246899510032,0.9999933405055397
Case4,Test_172,7.0,42.0,10045.565448893694,2,2,high,kept_original_label,ok,1001,79,902,0.9856586341552658,0.03362522198238032,-0.4423481539945925,0.4423481539945925,0.7729760426291785,0.47265337274084407,0.9997017461276999
Case4,Test_173,68.0,90.0,6932.807194571555,1,1,high,kept_original_label,ok,1001,444,537,0.9996404567425919,0.005447498351980912,-0.07152870809031188,0.07152870809031188,0.13234587795898053,0.8772829337132648,0.9999931007823264
Case4,Test_174,-69.0,28.0,12880.509184122304,2,2,high,kept_original_label,ok,1001,192,789,0.9950409600755201,0.019961740456428047,-0.26302641472390426,0.26302641472390426,0.46987612916896904,0.6329255672781259,0.9999046700651093
Case4,Test_175,66.0,18.0,11723.841772365358,2,2,high,kept_original_label,ok,1001,125,856,0.9923013622897201,0.02482292656788843,-0.3279692235885337,0.3279692235885337,0.5723589920652536,0.5720952046657217,0.9998399451870122
Case4,Test_176,-56.0,-10.0,11063.310691201626,2,2,high,kept_original_label,ok,1001,101,880,0.9896590345014288,0.028664943749308003,-0.3779886999072726,0.3779886999072726,0.6608439484550694,0.526117413271359,0.9997872776743468
Case4,Test_177,65.0,-4.0,10808.613016572035,2,2,high,kept_original_label,ok,1001,92,889,0.9889741409644243,0.029634729254797616,-0.3914109225031913,0.3914109225031913,0.6747151743168066,0.5177915616903229,0.999771650883666
Case4,Test_178,79.0,72.0,6871.073988474756,1,1,high,kept_original_label,ok,1001,474,507,0.9995911003996037,0.005803910962437088,-0.07579126119310921,0.07579126119310921,0.14200713484068953,0.8692585886327258,0.9999936109594592
Case4,Test_179,36.0,-84.0,13329.64516744905,1,2,high,report_change_supported_by_csv_curvature,ok,1001,258,723,0.996259536188155,0.017347944104549567,-0.22759016708441554,0.22759016708441554,0.4138074424854574,0.6691542018760622,0.999936837912984
Case4,Test_180,22.0,-27.0,10233.43773251763,2,2,high,kept_original_label,ok,1001,88,893,0.9856374823553512,0.033931856600258756,-0.4491157303795519,0.4491157303795519,0.7548666693975109,0.47623181704781,0.9996581574017211
Case4,Test_181,-47.0,5.0,10282.293621031997,2,2,high,kept_original_label,ok,1001,85,896,0.9869797521319765,0.03204946800900344,-0.4216615475053885,0.4216615475053885,0.7399628879497189,0.48816457056659535,0.9997338384482968
Case4,Test_182,16.0,-60.0,11856.209456945178,2,2,high,kept_original_label,ok,1001,119,862,0.9917323208230998,0.025687023964281876,-0.33905503219377175,0.33905503219377175,0.5943721932586764,0.5604908748591835,0.99983087915122
Case4,Test_183,70.0,-63.0,10009.430249974312,1,1,high,kept_original_label,ok,1001,662,319,0.9994769048424744,0.006558708457242678,-0.08432062592392767,0.08432062592392767,0.15999645288897354,0.8547764540098169,0.9999961331084022
Case4,Test_184,58.0,-22.0,12281.280897240413,2,2,high,kept_original_label,ok,1001,153,828,0.993503906069224,0.02277939862175677,-0.3000414896314209,0.3000414896314209,0.5362655845799889,0.5938968527594795,0.9998716892905174
Case4,Test_185,-4.0,7.0,5713.023503734832,3,3,medium,kept_original_label,short_curve_but_usable,979,25,935,0.9536274807504705,0.0602047874470617,-0.7911669604743874,0.7911669604743874,1.4297708250126382,0.22599846591876985,0.9924352015551527
Case4,Test_186,61.0,-55.0,13106.419137843764,1,1,high,kept_original_label,ok,1001,775,206,0.9999412494584956,0.002251524946693777,0.012664285655256787,0.012664285655256787,0.07489220500620969,1.0579377808277108,0.9999974760718869
Case4,Test_187,51.0,-25.0,12479.808226621411,2,2,high,kept_original_label,ok,1001,184,797,0.9942618814611894,0.02138872821969423,-0.2806013462502573,0.2806013462502573,0.5111230354177977,0.6098556973919921,0.9998942774955291
Case4,Test_188,-30.0,-6.0,8511.437687574404,3,3,high,kept_original_label,ok,1001,56,925,0.9773274256514063,0.042131958673269826,-0.5539361299788184,0.5539361299788184,0.9630661647404191,0.39105347270813445,0.9993730354465767
Case4,Test_189,-82.0,-27.0,12329.474428414554,2,2,high,kept_original_label,ok,1001,167,814,0.9944154061958448,0.021213873924397948,-0.2805753685183465,0.2805753685183465,0.4913613541725486,0.6184295589390529,0.9998815142139302
Case4,Test_190,31.0,-45.0,13356.430082853198,1,2,high,report_change_supported_by_csv_curvature,ok,1001,279,702,0.9957986485255655,0.018306237254894008,-0.23816093367532265,0.23816093367532265,0.44361287911976244,0.652494089566696,0.9999415581487583
Case4,Test_191,-48.0,-78.0,12128.39823447727,1,1,high,kept_original_label,ok,1001,439,542,0.9994857071168451,0.006539415120629685,-0.08719915538917795,0.08719915538917795,0.14414560730880405,0.8661621167720875,0.9999860043544095
Case4,Test_192,-34.0,65.0,13788.629569607529,1,2,high,report_change_supported_by_csv_curvature,ok,1001,279,702,0.9963327619810463,0.017167636763542757,-0.224774004867592,0.224774004867592,0.4101101585271472,0.6720100330229665,0.9999428590396788
Case4,Test_193,41.0,-83.0,13329.543843673988,1,1,high,kept_original_label,ok,1001,329,652,0.9990281529126447,0.009116499407181032,-0.12094882480348512,0.12094882480348512,0.1632641048397834,0.8479232084625726,0.9999697113084799
Case4,Test_194,-29.0,74.0,13037.617786195782,1,2,high,report_change_supported_by_csv_curvature,ok,1001,194,787,0.995212283976903,0.019637198981922382,-0.25914247963687476,0.25914247963687476,0.4593865338718572,0.6387849002864517,0.9999039405129588
Case4,Test_195,43.0,37.0,14179.720775686805,1,1,high,kept_original_label,ok,1001,418,563,0.9970906148565208,0.015284620893879351,-0.19787718735079166,0.19787718735079166,0.3667826506827573,0.7023055269158661,0.9999726242028733
Case4,Test_196,-73.0,89.0,6124.676297819709,1,1,high,kept_original_label,ok,1001,409,572,0.9997734587359175,0.004340789687676904,-0.0578069945393014,0.0578069945393014,0.09897918593999308,0.9060430522714582,0.9999933290484032
Case4,Test_197,-41.0,12.0,10227.509870764963,2,2,high,kept_original_label,ok,1001,90,891,0.9869184509747159,0.03214426138866795,-0.4230821725849894,0.4230821725849894,0.7393450589762013,0.48818955869035613,0.9997342262706411
Case4,Test_198,-64.0,-44.0,14604.682330826028,1,1,high,kept_original_label,ok,1001,541,440,0.9976058728761865,0.013976120655663851,-0.18340517648341892,0.18340517648341892,0.3163295250461392,0.7344884649438661,0.9999739464531083
Case4,Test_199,-62.0,-53.0,13399.517584569889,1,1,high,kept_original_label,ok,1001,750,231,0.9993884568199184,0.007040068902689805,-0.08406565152668023,0.08406565152668023,0.19452373040609114,0.8288045519320186,0.9999975569533761
Case4,Test_200,35.0,82.0,13238.377906591237,1,2,high,report_change_supported_by_csv_curvature,ok,1001,246,735,0.9961427090149523,0.0176203309115109,-0.2314396972522567,0.2314396972522567,0.41860304762135614,0.6659437506837315,0.9999318839569112
