case,case_id,u3_folder,u3_bucket,test_id,theta1,theta2,Pt,pt_source,raw_csv_path,curve_csv,plot_path
Case4,4,4-2,2,115,22.0,74.0,9272.93,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_115.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_115.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_115_P1.png
Case4,4,4-2,2,116,12.0,-85.0,9154.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_116.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_116.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_116_P1.png
Case4,4,4-2,2,117,-87.0,33.0,9020.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_117.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_117.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_117_P1.png
Case4,4,4-2,2,120,-58.0,-26.0,8877.22,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_120.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_120.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_120_P1.png
Case4,4,4-2,2,121,-50.0,14.0,8411.86,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_121.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_121.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_121_P1.png
Case4,4,4-2,2,122,20.0,-73.0,9259.09,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_122.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_122.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_122_P1.png
Case4,4,4-2,2,123,76.0,4.0,8142.56,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_123.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_123.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_123_P1.png
Case4,4,4-2,2,125,-3.0,72.0,8718.13,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_125.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_125.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_125_P1.png
Case4,4,4-2,2,126,-8.0,18.0,6539.82,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_126_P1.png
Case4,4,4-2,2,130,-59.0,12.0,8472.59,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_130.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_130.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_130_P1.png
Case4,4,4-2,2,132,38.0,35.0,11688.4,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_132.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_132.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_132_transition.png
Case4,4,4-2,2,133,-21.0,37.0,9261.06,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_133.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_133.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_133_P1.png
Case4,4,4-2,2,134,-56.0,37.0,10817.1,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_134.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_134.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_134_transition.png
Case4,4,4-2,2,135,39.0,-76.0,11379.8,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_135.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_135.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_135_transition.png
Case4,4,4-2,2,136,8.0,-68.0,8850.5,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_136.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_136.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_136_P1.png
Case4,4,4-2,2,138,-28.0,-75.0,9382.58,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_138.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_138.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_138_P1.png
Case4,4,4-2,2,139,-52.0,-36.0,10651.2,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_139.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_139.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_139_transition.png
Case4,4,4-2,2,142,56.0,10.0,8323.03,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_142.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_142.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_142_P1.png
Case4,4,4-2,2,143,39.0,-35.0,11661.3,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_143.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_143.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_143_transition.png
Case4,4,4-2,2,144,-86.0,-39.0,11873.3,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_144.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_144.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_144_transition.png
Case4,4,4-2,2,145,29.0,32.0,11283.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_145.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_145.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_145_P1.png
Case4,4,4-2,2,146,-41.0,-28.0,9268.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_146.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_146.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_146_P1.png
Case4,4,4-2,2,147,47.0,23.0,8729.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_147.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_147.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_147_P1.png
Case4,4,4-2,2,148,46.0,-62.0,12684.8,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_148.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_148.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_148_transition.png
Case4,4,4-2,2,149,24.0,-59.0,9364.37,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_149.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_149.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_149_P1.png
Case4,4,4-2,2,150,15.0,-47.0,8393.31,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_150.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_150.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_150_P1.png
Case4,4,4-2,2,152,-23.0,-66.0,9298.31,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_152.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_152.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_152_P1.png
Case4,4,4-2,2,155,11.0,-32.0,8194.12,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_155_P1.png
Case4,4,4-2,2,157,78.0,-26.0,8922.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_157.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_157.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_157_P1.png
Case4,4,4-2,2,158,17.0,-43.0,8928.6,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_158.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_158.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_158_P1.png
Case4,4,4-2,2,160,47.0,-13.0,8271.05,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_160.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_160.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_160_P1.png
Case4,4,4-2,2,162,-71.0,-11.0,8379.19,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_162.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_162.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_162_P1.png
Case4,4,4-2,2,163,-84.0,28.0,8926.04,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_163.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_163.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_163_P1.png
Case4,4,4-2,2,164,-16.0,-5.0,5783.69,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_164_P1.png
Case4,4,4-2,2,166,-61.0,-3.0,8208.83,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_166.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_166.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_166_P1.png
Case4,4,4-2,2,170,-35.0,-50.0,10869.2,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_170.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_170.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_170_transition.png
Case4,4,4-2,2,172,-68.0,5.0,8249.43,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_172.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_172.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_172_P1.png
Case4,4,4-2,2,176,-36.0,30.0,10314.83,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_176.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_176.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_176_P1.png
Case4,4,4-2,2,177,25.0,-81.0,9461.26,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_177.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_177.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_177_P1.png
Case4,4,4-2,2,178,27.0,63.0,9373.68,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_178.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_178.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_178_P1.png
Case4,4,4-2,2,180,-14.0,88.0,8141.71,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_180.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_180.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_180_P1.png
Case4,4,4-2,2,182,-14.0,42.0,8724.97,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_182.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_182.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_182_P1.png
Case4,4,4-2,2,183,37.0,63.0,10845.2,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_183.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_183.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_183_transition.png
Case4,4,4-2,2,185,-18.0,49.0,9093.44,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_185.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_185.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_185_P1.png
Case4,4,4-2,2,186,-54.0,1.0,8108.06,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_186.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_186.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_186_P1.png
Case4,4,4-2,2,190,-80.0,40.0,11777.6,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_190.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_190.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_190_transition.png
Case4,4,4-2,2,191,-75.0,6.0,8208.02,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_191_P1.png
Case4,4,4-2,2,195,12.0,71.0,8939.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_195_P1.png
Case4,4,4-2,2,196,-32.0,84.0,10261.7,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_196.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_196.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_196_transition.png
Case4,4,4-2,2,197,-80.0,-38.0,11075.8,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_197.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_197.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_197_transition.png
Case4,4,4-2,2,201,-73.0,-27.0,8923.11,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_201_P1.png
Case4,4,4-2,2,202,-24.0,-76.0,9337.74,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_202_P1.png
Case4,4,4-2,2,203,33.0,58.0,10441.9,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_203_transition.png
Case4,4,4-2,2,207,19.0,-83.0,9303.37,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_207_P1.png
Case4,4,4-2,2,213,67.0,-42.0,11543.1,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_213.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_213.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_213_transition.png
Case4,4,4-2,2,214,63.0,-14.0,8560.65,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_214_P1.png
Case4,4,4-2,2,216,-10.0,59.0,8916.43,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_216_P1.png
Case4,4,4-2,2,217,21.0,56.0,9207.39,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_217_P1.png
Case4,4,4-2,2,219,-7.0,65.0,8841.61,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_219_P1.png
Case4,4,4-2,2,222,7.0,-80.0,8797.77,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_222_P1.png
Case4,4,4-2,2,224,-4.0,-43.0,8303.52,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_224.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_224.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_224_P1.png
Case4,4,4-2,2,225,2.0,-73.0,8700.96,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_225_P1.png
Case4,4,4-2,2,227,-42.0,-6.0,7765.88,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_227_P1.png
Case4,4,4-2,2,228,60.0,-31.0,9018.71,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_228.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_228.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_228_P1.png
Case4,4,4-2,2,230,-44.0,-30.0,9913.11,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_230.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_230.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_230_transition.png
Case4,4,4-2,2,231,-69.0,24.0,8913.59,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_231_P1.png
Case4,4,4-2,2,233,61.0,-20.0,8795.54,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_233_P1.png
Case4,4,4-2,2,235,-62.0,7.0,8315.67,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_235_P1.png
Case4,4,4-2,2,236,16.0,-57.0,9108.33,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/csv/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case4/4-2/csv_load/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/4-2/plot/plot_Test_236_P1.png
