case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path,type_label_source,type_label_confidence,type_label_review_priority
Case4,6x8_014,19.0,79.0,6960.1225870275575,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_014,data/New_Data/csv_6x8_Case4/force_disp_Test_014.csv,curve_classifier_pseudo_label,0.8366666666666667,medium
Case4,6x8_015,35.0,60.0,8937.893070147522,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_015,data/New_Data/csv_6x8_Case4/force_disp_Test_015.csv,curve_classifier_pseudo_label,0.6466666666666666,high
Case4,6x8_016,75.0,-61.0,6871.359299724581,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_016,data/New_Data/csv_6x8_Case4/force_disp_Test_016.csv,curve_classifier_pseudo_label,0.9083333333333333,low
Case4,6x8_017,-30.0,66.0,8414.677848720406,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_017,data/New_Data/csv_6x8_Case4/force_disp_Test_017.csv,curve_classifier_pseudo_label,0.7816666666666666,medium
Case4,6x8_018,-53.0,31.0,8868.372983953357,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_018,data/New_Data/csv_6x8_Case4/force_disp_Test_018.csv,curve_classifier_pseudo_label,0.72,medium
Case4,6x8_019,-79.0,29.0,7800.330377543276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_019,data/New_Data/csv_6x8_Case4/force_disp_Test_019.csv,curve_classifier_pseudo_label,0.7716666666666666,medium
Case4,6x8_020,-2.0,48.0,6916.845392701806,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_020,data/New_Data/csv_6x8_Case4/force_disp_Test_020.csv,curve_classifier_pseudo_label,0.6566666666666666,high
Case4,6x8_021,-49.0,-67.0,9503.869878837782,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_021,data/New_Data/csv_6x8_Case4/force_disp_Test_021.csv,curve_classifier_pseudo_label,0.52,high
Case4,6x8_022,43.0,-33.0,9081.458872312436,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_022,data/New_Data/csv_6x8_Case4/force_disp_Test_022.csv,curve_classifier_pseudo_label,0.595,high
Case4,6x8_023,62.0,-67.0,7298.688867118204,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_023,data/New_Data/csv_6x8_Case4/force_disp_Test_023.csv,curve_classifier_pseudo_label,0.8916666666666667,low
Case4,6x8_024,30.0,75.0,7933.859772224845,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_024,data/New_Data/csv_6x8_Case4/force_disp_Test_024.csv,curve_classifier_pseudo_label,0.7766666666666666,medium
Case4,6x8_025,80.0,-80.0,4242.450811588644,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_025,data/New_Data/csv_6x8_Case4/force_disp_Test_025.csv,curve_classifier_pseudo_label,0.6583333333333333,high
Case4,6x8_026,-81.0,73.0,4542.812673731576,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_026,data/New_Data/csv_6x8_Case4/force_disp_Test_026.csv,curve_classifier_pseudo_label,0.6816666666666666,high
Case4,6x8_027,54.0,-38.0,9565.27168420092,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_027,data/New_Data/csv_6x8_Case4/force_disp_Test_027.csv,curve_classifier_pseudo_label,0.5716666666666667,high
Case4,6x8_028,36.0,-31.0,8694.219410304984,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_028,data/New_Data/csv_6x8_Case4/force_disp_Test_028.csv,curve_classifier_pseudo_label,0.6066666666666667,high
Case4,6x8_029,52.0,-41.0,9981.447883419944,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_029,data/New_Data/csv_6x8_Case4/force_disp_Test_029.csv,curve_classifier_pseudo_label,0.5266666666666666,high
Case4,6x8_030,15.0,-12.0,5254.507497881742,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_030,data/New_Data/csv_6x8_Case4/force_disp_Test_030.csv,curve_classifier_pseudo_label,0.8583333333333333,low
Case4,6x8_031,-55.0,-62.0,8703.90252296249,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_031,data/New_Data/csv_6x8_Case4/force_disp_Test_031.csv,curve_classifier_pseudo_label,0.975,low
Case4,6x8_032,-19.0,-7.0,5185.704814453898,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_032,data/New_Data/csv_6x8_Case4/force_disp_Test_032.csv,curve_classifier_pseudo_label,0.79,medium
Case4,6x8_033,-61.0,86.0,5970.411415920815,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_033,data/New_Data/csv_6x8_Case4/force_disp_Test_033.csv,curve_classifier_pseudo_label,0.7083333333333334,medium
Case4,6x8_034,-43.0,-15.0,7190.763504882399,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_034,data/New_Data/csv_6x8_Case4/force_disp_Test_034.csv,curve_classifier_pseudo_label,0.53,high
Case4,6x8_035,70.0,81.0,4865.016050006694,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_035,data/New_Data/csv_6x8_Case4/force_disp_Test_035.csv,curve_classifier_pseudo_label,0.6216666666666667,high
Case4,6x8_036,8.0,25.0,5720.320830925971,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_036,data/New_Data/csv_6x8_Case4/force_disp_Test_036.csv,curve_classifier_pseudo_label,0.805,medium
Case4,6x8_037,-85.0,67.0,5062.2037207287,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_037,data/New_Data/csv_6x8_Case4/force_disp_Test_037.csv,curve_classifier_pseudo_label,0.685,high
Case4,6x8_038,-56.0,52.0,9708.181842461105,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_038,data/New_Data/csv_6x8_Case4/force_disp_Test_038.csv,curve_classifier_pseudo_label,0.9833333333333333,low
Case4,6x8_039,64.0,42.0,9278.336349474816,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_039,data/New_Data/csv_6x8_Case4/force_disp_Test_039.csv,curve_classifier_pseudo_label,0.5816666666666667,high
Case4,6x8_040,-27.0,-54.0,8424.713745640005,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_040,data/New_Data/csv_6x8_Case4/force_disp_Test_040.csv,curve_classifier_pseudo_label,0.69,high
Case4,6x8_041,-2.0,-68.0,6692.884215057182,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_041,data/New_Data/csv_6x8_Case4/force_disp_Test_041.csv,curve_classifier_pseudo_label,0.7216666666666667,medium
Case4,6x8_042,84.0,51.0,8357.185167173264,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_042,data/New_Data/csv_6x8_Case4/force_disp_Test_042.csv,curve_classifier_pseudo_label,0.5266666666666666,high
Case4,6x8_043,79.0,-71.0,4956.117892093866,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_043,data/New_Data/csv_6x8_Case4/force_disp_Test_043.csv,curve_classifier_pseudo_label,0.785,medium
Case4,6x8_044,59.0,-56.0,8837.212253399226,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_044,data/New_Data/csv_6x8_Case4/force_disp_Test_044.csv,curve_classifier_pseudo_label,0.9866666666666667,low
Case4,6x8_045,-18.0,-35.0,7103.081242022104,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_045,data/New_Data/csv_6x8_Case4/force_disp_Test_045.csv,curve_classifier_pseudo_label,0.525,high
Case4,6x8_046,-76.0,-77.0,4604.562149050341,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_046,data/New_Data/csv_6x8_Case4/force_disp_Test_046.csv,curve_classifier_pseudo_label,0.6866666666666666,high
Case4,6x8_047,42.0,27.0,8206.135290238222,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_047,data/New_Data/csv_6x8_Case4/force_disp_Test_047.csv,curve_classifier_pseudo_label,0.6333333333333333,high
Case4,6x8_048,1.0,71.0,6563.388039393604,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_048,data/New_Data/csv_6x8_Case4/force_disp_Test_048.csv,curve_classifier_pseudo_label,0.7983333333333333,medium
Case4,6x8_049,-37.0,22.0,7640.056383316708,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_049,data/New_Data/csv_6x8_Case4/force_disp_Test_049.csv,curve_classifier_pseudo_label,0.555,high
Case4,6x8_050,-16.0,44.0,7421.293317093813,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_050,data/New_Data/csv_6x8_Case4/force_disp_Test_050.csv,curve_classifier_pseudo_label,0.665,high
Case4,6x8_051,28.0,57.0,8468.996858937608,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_051,data/New_Data/csv_6x8_Case4/force_disp_Test_051.csv,curve_classifier_pseudo_label,0.7183333333333334,medium
Case4,6x8_052,-79.0,34.0,8096.135686112949,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_052,data/New_Data/csv_6x8_Case4/force_disp_Test_052.csv,curve_classifier_pseudo_label,0.7516666666666667,medium
Case4,6x8_053,3.0,87.0,6096.586330399429,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_053,data/New_Data/csv_6x8_Case4/force_disp_Test_053.csv,curve_classifier_pseudo_label,0.69,high
Case4,6x8_054,-17.0,-44.0,7424.493099337768,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_054,data/New_Data/csv_6x8_Case4/force_disp_Test_054.csv,curve_classifier_pseudo_label,0.5916666666666667,high
Case4,6x8_055,44.0,-49.0,10549.665211453328,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_055,data/New_Data/csv_6x8_Case4/force_disp_Test_055.csv,curve_classifier_pseudo_label,0.705,medium
Case4,6x8_056,67.0,-19.0,7464.384582603821,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_056,data/New_Data/csv_6x8_Case4/force_disp_Test_056.csv,curve_classifier_pseudo_label,0.7233333333333334,medium
Case4,6x8_057,2.0,74.0,6406.265356381364,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_057,data/New_Data/csv_6x8_Case4/force_disp_Test_057.csv,curve_classifier_pseudo_label,0.77,medium
Case4,6x8_058,82.0,19.0,6870.007684597509,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_058,data/New_Data/csv_6x8_Case4/force_disp_Test_058.csv,curve_classifier_pseudo_label,0.7183333333333334,medium
Case4,6x8_059,14.0,3.0,4709.967384803875,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_059,data/New_Data/csv_6x8_Case4/force_disp_Test_059.csv,curve_classifier_pseudo_label,0.8733333333333333,low
Case4,6x8_060,44.0,-84.0,8477.213186269419,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_060,data/New_Data/csv_6x8_Case4/force_disp_Test_060.csv,curve_classifier_pseudo_label,0.5183333333333333,high
Case4,6x8_061,0.0,-52.0,6987.518535161345,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_061,data/New_Data/csv_6x8_Case4/force_disp_Test_061.csv,curve_classifier_pseudo_label,0.6466666666666666,high
Case4,6x8_062,33.0,26.0,7827.58928641721,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_062,data/New_Data/csv_6x8_Case4/force_disp_Test_062.csv,curve_classifier_pseudo_label,0.49333333333333335,high
Case4,6x8_063,-75.0,38.0,8508.498726557214,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_063,data/New_Data/csv_6x8_Case4/force_disp_Test_063.csv,curve_classifier_pseudo_label,0.6866666666666666,high
Case4,6x8_064,-20.0,55.0,7897.68401295813,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_064,data/New_Data/csv_6x8_Case4/force_disp_Test_064.csv,curve_classifier_pseudo_label,0.8066666666666666,medium
Case4,6x8_065,72.0,31.0,8148.871497925377,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_065,data/New_Data/csv_6x8_Case4/force_disp_Test_065.csv,curve_classifier_pseudo_label,0.7166666666666667,medium
Case4,6x8_066,75.0,72.0,5336.3009277028705,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_066,data/New_Data/csv_6x8_Case4/force_disp_Test_066.csv,curve_classifier_pseudo_label,0.6583333333333333,high
Case4,6x8_067,-83.0,68.0,5018.832270502839,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_067,data/New_Data/csv_6x8_Case4/force_disp_Test_067.csv,curve_classifier_pseudo_label,0.695,high
Case4,6x8_068,-26.0,-1.0,5685.7966610439935,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_068,data/New_Data/csv_6x8_Case4/force_disp_Test_068.csv,curve_classifier_pseudo_label,0.775,medium
Case4,6x8_069,-36.0,57.0,9269.875387253875,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_069,data/New_Data/csv_6x8_Case4/force_disp_Test_069.csv,curve_classifier_pseudo_label,0.6283333333333333,high
Case4,6x8_070,-89.0,-51.0,8186.885156503056,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_070,data/New_Data/csv_6x8_Case4/force_disp_Test_070.csv,curve_classifier_pseudo_label,0.615,high
Case4,6x8_071,-45.0,-29.0,8522.70335144116,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_071,data/New_Data/csv_6x8_Case4/force_disp_Test_071.csv,curve_classifier_pseudo_label,0.6566666666666666,high
Case4,6x8_072,-29.0,13.0,6416.567888444309,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_072,data/New_Data/csv_6x8_Case4/force_disp_Test_072.csv,curve_classifier_pseudo_label,0.7433333333333333,medium
Case4,6x8_073,-22.0,46.0,7986.551751007632,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_073,data/New_Data/csv_6x8_Case4/force_disp_Test_073.csv,curve_classifier_pseudo_label,0.7433333333333333,medium
Case4,6x8_074,-1.0,-8.0,4454.939969781293,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_074,data/New_Data/csv_6x8_Case4/force_disp_Test_074.csv,curve_classifier_pseudo_label,0.8783333333333333,low
Case4,6x8_075,-22.0,82.0,7143.206077416182,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_075,data/New_Data/csv_6x8_Case4/force_disp_Test_075.csv,curve_classifier_pseudo_label,0.855,low
Case4,6x8_076,50.0,5.0,6882.240635812853,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_076,data/New_Data/csv_6x8_Case4/force_disp_Test_076.csv,curve_classifier_pseudo_label,0.575,high
Case4,6x8_077,-64.0,20.0,7737.312632660686,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_077,data/New_Data/csv_6x8_Case4/force_disp_Test_077.csv,curve_classifier_pseudo_label,0.77,medium
Case4,6x8_078,29.0,-79.0,7803.462007931789,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_078,data/New_Data/csv_6x8_Case4/force_disp_Test_078.csv,curve_classifier_pseudo_label,0.78,medium
Case4,6x8_079,-67.0,39.0,8982.995305747301,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_079,data/New_Data/csv_6x8_Case4/force_disp_Test_079.csv,curve_classifier_pseudo_label,0.6383333333333333,high
Case4,6x8_080,-53.0,-64.0,10024.140841406297,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_080,data/New_Data/csv_6x8_Case4/force_disp_Test_080.csv,curve_classifier_pseudo_label,0.9733333333333334,low
Case4,6x8_081,-38.0,-72.0,8627.018592297212,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_081,data/New_Data/csv_6x8_Case4/force_disp_Test_081.csv,curve_classifier_pseudo_label,0.64,high
Case4,6x8_082,85.0,48.0,8544.433939422363,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_082,data/New_Data/csv_6x8_Case4/force_disp_Test_082.csv,curve_classifier_pseudo_label,0.5533333333333333,high
Case4,6x8_083,-12.0,85.0,6471.801341815617,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_083,data/New_Data/csv_6x8_Case4/force_disp_Test_083.csv,curve_classifier_pseudo_label,0.82,medium
Case4,6x8_084,77.0,-48.0,8872.342836870366,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_084,data/New_Data/csv_6x8_Case4/force_disp_Test_084.csv,curve_classifier_pseudo_label,0.49,high
Case4,6x8_085,45.0,75.0,8820.118349899549,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_085,data/New_Data/csv_6x8_Case4/force_disp_Test_085.csv,curve_classifier_pseudo_label,0.555,high
Case4,6x8_086,-41.0,-54.0,9785.106877733755,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_086,data/New_Data/csv_6x8_Case4/force_disp_Test_086.csv,curve_classifier_pseudo_label,0.5666666666666667,high
Case4,6x8_087,-38.0,89.0,8152.117779680076,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_087,data/New_Data/csv_6x8_Case4/force_disp_Test_087.csv,curve_classifier_pseudo_label,0.6933333333333334,high
Case4,6x8_088,23.0,33.0,7461.225603669868,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_088,data/New_Data/csv_6x8_Case4/force_disp_Test_088.csv,curve_classifier_pseudo_label,0.45166666666666666,high
Case4,6x8_089,18.0,-35.0,7095.691677222553,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_089,data/New_Data/csv_6x8_Case4/force_disp_Test_089.csv,curve_classifier_pseudo_label,0.4766666666666667,high
Case4,6x8_090,-65.0,24.0,7976.981791930181,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_090,data/New_Data/csv_6x8_Case4/force_disp_Test_090.csv,curve_classifier_pseudo_label,0.7766666666666666,medium
Case4,6x8_091,11.0,36.0,6625.152210227835,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_091,data/New_Data/csv_6x8_Case4/force_disp_Test_091.csv,curve_classifier_pseudo_label,0.6283333333333333,high
Case4,6x8_092,-38.0,-40.0,9702.760328515584,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_092,data/New_Data/csv_6x8_Case4/force_disp_Test_092.csv,curve_classifier_pseudo_label,0.53,high
Case4,6x8_093,-70.0,-78.0,5125.362950803406,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_093,data/New_Data/csv_6x8_Case4/force_disp_Test_093.csv,curve_classifier_pseudo_label,0.7283333333333334,medium
Case4,6x8_094,73.0,-55.0,8508.594598327965,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_094,data/New_Data/csv_6x8_Case4/force_disp_Test_094.csv,curve_classifier_pseudo_label,0.9733333333333334,low
Case4,6x8_095,68.0,-30.0,8337.406838288463,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_095,data/New_Data/csv_6x8_Case4/force_disp_Test_095.csv,curve_classifier_pseudo_label,0.7416666666666667,medium
Case4,6x8_096,84.0,-52.0,8107.180297654419,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_096,data/New_Data/csv_6x8_Case4/force_disp_Test_096.csv,curve_classifier_pseudo_label,0.7366666666666667,medium
Case4,6x8_097,-46.0,-23.0,7984.983347223492,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_097,data/New_Data/csv_6x8_Case4/force_disp_Test_097.csv,curve_classifier_pseudo_label,0.6483333333333333,high
Case4,6x8_098,-1.0,36.0,6233.452447751497,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_098,data/New_Data/csv_6x8_Case4/force_disp_Test_098.csv,curve_classifier_pseudo_label,0.7016666666666667,medium
Case4,6x8_099,90.0,40.0,8219.557921999232,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_099,data/New_Data/csv_6x8_Case4/force_disp_Test_099.csv,curve_classifier_pseudo_label,0.5683333333333334,high
Case4,6x8_100,69.0,62.0,7030.441717237739,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_100,data/New_Data/csv_6x8_Case4/force_disp_Test_100.csv,curve_classifier_pseudo_label,0.8,medium
Case4,6x8_101,48.0,15.0,7301.068736934463,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_101,data/New_Data/csv_6x8_Case4/force_disp_Test_101.csv,curve_classifier_pseudo_label,0.6183333333333333,high
Case4,6x8_102,76.0,-24.0,7559.699790121312,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_102,data/New_Data/csv_6x8_Case4/force_disp_Test_102.csv,curve_classifier_pseudo_label,0.755,medium
Case4,6x8_103,66.0,14.0,7188.988053844833,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_103,data/New_Data/csv_6x8_Case4/force_disp_Test_103.csv,curve_classifier_pseudo_label,0.6933333333333334,high
Case4,6x8_104,83.0,3.0,6097.975702163886,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_104,data/New_Data/csv_6x8_Case4/force_disp_Test_104.csv,curve_classifier_pseudo_label,0.525,high
Case4,6x8_105,89.0,-77.0,3788.9218588223316,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_105,data/New_Data/csv_6x8_Case4/force_disp_Test_105.csv,curve_classifier_pseudo_label,0.63,high
Case4,6x8_106,-12.0,43.0,7095.8887279968985,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_106,data/New_Data/csv_6x8_Case4/force_disp_Test_106.csv,curve_classifier_pseudo_label,0.5966666666666667,high
Case4,6x8_107,69.0,8.0,6732.279195085798,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_107,data/New_Data/csv_6x8_Case4/force_disp_Test_107.csv,curve_classifier_pseudo_label,0.6683333333333333,high
Case4,6x8_108,46.0,-72.0,9086.16488647708,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_108,data/New_Data/csv_6x8_Case4/force_disp_Test_108.csv,curve_classifier_pseudo_label,0.51,high
Case4,6x8_109,-69.0,17.0,7278.778854284408,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_109,data/New_Data/csv_6x8_Case4/force_disp_Test_109.csv,curve_classifier_pseudo_label,0.76,medium
Case4,6x8_110,-51.0,1.0,6852.670701511454,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_110,data/New_Data/csv_6x8_Case4/force_disp_Test_110.csv,curve_classifier_pseudo_label,0.6116666666666667,high
Case4,6x8_111,7.0,87.0,6102.399929010011,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_111,data/New_Data/csv_6x8_Case4/force_disp_Test_111.csv,curve_classifier_pseudo_label,0.7516666666666667,medium
Case4,6x8_112,21.0,-8.0,5365.207130041489,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_112,data/New_Data/csv_6x8_Case4/force_disp_Test_112.csv,curve_classifier_pseudo_label,0.8216666666666667,medium
Case4,6x8_113,35.0,-2.0,6319.804566328414,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_113,data/New_Data/csv_6x8_Case4/force_disp_Test_113.csv,curve_classifier_pseudo_label,0.7583333333333333,medium
Case4,6x8_114,-35.0,-78.0,8154.096991937224,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_114,data/New_Data/csv_6x8_Case4/force_disp_Test_114.csv,curve_classifier_pseudo_label,0.7133333333333334,medium
Case4,6x8_115,22.0,74.0,7451.756926284188,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_115,data/New_Data/csv_6x8_Case4/force_disp_Test_115.csv,curve_classifier_pseudo_label,0.835,medium
Case4,6x8_116,12.0,-85.0,6463.706076030276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_116,data/New_Data/csv_6x8_Case4/force_disp_Test_116.csv,curve_classifier_pseudo_label,0.74,medium
Case4,6x8_117,-87.0,33.0,7845.6568553549905,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_117,data/New_Data/csv_6x8_Case4/force_disp_Test_117.csv,curve_classifier_pseudo_label,0.755,medium
Case4,6x8_118,54.0,-88.0,7396.543953430085,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_118,data/New_Data/csv_6x8_Case4/force_disp_Test_118.csv,curve_classifier_pseudo_label,0.7866666666666666,medium
Case4,6x8_119,31.0,-10.0,6212.083369363901,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_119,data/New_Data/csv_6x8_Case4/force_disp_Test_119.csv,curve_classifier_pseudo_label,0.8,medium
Case4,6x8_120,-58.0,-26.0,8291.989442905944,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_120,data/New_Data/csv_6x8_Case4/force_disp_Test_120.csv,curve_classifier_pseudo_label,0.7116666666666667,medium
Case4,6x8_121,-50.0,14.0,7349.083490589079,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_121,data/New_Data/csv_6x8_Case4/force_disp_Test_121.csv,curve_classifier_pseudo_label,0.6716666666666666,high
Case4,6x8_122,20.0,-73.0,7388.882997730079,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_122,data/New_Data/csv_6x8_Case4/force_disp_Test_122.csv,curve_classifier_pseudo_label,0.785,medium
Case4,6x8_123,76.0,4.0,6353.228650931616,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_123,data/New_Data/csv_6x8_Case4/force_disp_Test_123.csv,curve_classifier_pseudo_label,0.6116666666666667,high
Case4,6x8_124,42.0,-66.0,9239.133954507131,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_124,data/New_Data/csv_6x8_Case4/force_disp_Test_124.csv,curve_classifier_pseudo_label,0.5633333333333334,high
Case4,6x8_125,-3.0,72.0,6528.593395970822,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_125,data/New_Data/csv_6x8_Case4/force_disp_Test_125.csv,curve_classifier_pseudo_label,0.8066666666666666,medium
Case4,6x8_126,-8.0,18.0,5230.918348215608,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_126,data/New_Data/csv_6x8_Case4/force_disp_Test_126.csv,curve_classifier_pseudo_label,0.64,high
Case4,6x8_127,-66.0,77.0,5823.231516011065,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_127,data/New_Data/csv_6x8_Case4/force_disp_Test_127.csv,curve_classifier_pseudo_label,0.8416666666666667,medium
Case4,6x8_128,59.0,-70.0,7537.689137484869,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_128,data/New_Data/csv_6x8_Case4/force_disp_Test_128.csv,curve_classifier_pseudo_label,0.84,medium
Case4,6x8_129,24.0,11.0,5785.386087532803,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_129,data/New_Data/csv_6x8_Case4/force_disp_Test_129.csv,curve_classifier_pseudo_label,0.845,medium
Case4,6x8_130,-59.0,12.0,7269.536334397416,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_130,data/New_Data/csv_6x8_Case4/force_disp_Test_130.csv,curve_classifier_pseudo_label,0.71,medium
Case4,6x8_131,41.0,53.0,9829.567362078002,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_131,data/New_Data/csv_6x8_Case4/force_disp_Test_131.csv,curve_classifier_pseudo_label,0.5583333333333333,high
Case4,6x8_132,38.0,35.0,9210.012389276973,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_132,data/New_Data/csv_6x8_Case4/force_disp_Test_132.csv,curve_classifier_pseudo_label,0.5366666666666666,high
Case4,6x8_133,-21.0,37.0,7463.232752412636,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_133,data/New_Data/csv_6x8_Case4/force_disp_Test_133.csv,curve_classifier_pseudo_label,0.5516666666666666,high
Case4,6x8_134,-56.0,37.0,9356.261202620251,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_134,data/New_Data/csv_6x8_Case4/force_disp_Test_134.csv,curve_classifier_pseudo_label,0.6366666666666667,high
